;Produced by Yue Chen, @LANL, on Jul  3, 2018 - Lshell selection performed by Rafael Pires de Lima, on August 12, 2020
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data to be compared to model forecast results: Radial distributions of 1MeV electrons observed by RBSP-a between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), e- fluxes at L1/L2, .../Ln
;L values are shown in the top row

;format (I5, 3x, f10.4, 43e10.2)

  S/N         Time       4.00      4.10      4.20  
 5030    1047.8958   1.69e+03  1.98e+03  2.13e+03  
 5031    1048.1042   1.93e+03  2.30e+03  2.49e+03  
 5032    1048.3125   2.02e+03  2.44e+03  2.72e+03  
 5033    1048.5208   2.01e+03  2.44e+03  2.71e+03  
 5034    1048.7292   1.92e+03  2.51e+03  2.69e+03  
 5035    1048.9375   2.00e+03  2.40e+03  2.61e+03  
 5036    1049.1458   2.11e+03  2.50e+03  2.60e+03  
 5037    1049.3542   2.16e+03  2.46e+03  2.58e+03  
 5038    1049.5625   2.44e+03  2.57e+03  2.65e+03  
 5039    1049.7708   1.97e+03  2.27e+03  2.42e+03  
 5040    1049.9792   1.87e+03  2.09e+03  2.16e+03  
 5041    1050.1875   1.67e+03  1.87e+03  2.04e+03  
 5042    1050.3958   1.65e+03  1.81e+03  1.83e+03  
 5043    1050.6042   1.42e+03  1.65e+03  1.72e+03  
 5044    1050.8125   1.38e+03  1.58e+03  1.74e+03  
 5045    1051.0208   1.34e+03  1.55e+03  1.58e+03  
 5046    1051.2292   1.31e+03  1.41e+03  1.46e+03  
 5047    1051.4375   1.19e+03  1.38e+03  1.45e+03  
 5048    1051.6458   1.16e+03  1.32e+03  1.39e+03  
 5049    1051.8542   1.07e+03  1.24e+03  1.31e+03  
 5050    1052.0625   1.06e+03  1.19e+03  1.28e+03  
 5051    1052.2708   1.12e+03  1.22e+03  1.30e+03  
 5052    1052.4792   9.84e+02  1.17e+03  1.24e+03  
 5053    1052.6875   9.23e+02  1.05e+03  1.12e+03  
 5054    1052.8958   9.02e+02  1.02e+03  1.09e+03  
 5055    1053.1042   8.81e+02  9.94e+02  1.07e+03  
 5056    1053.3125   8.78e+02  1.00e+03  1.07e+03  
 5057    1053.5208   8.44e+02  9.21e+02  9.78e+02  
 5058    1053.7292   8.02e+02  8.93e+02  9.44e+02  
 5059    1053.9375   8.04e+02  9.05e+02  9.62e+02  
 5060    1054.1458   7.79e+02  8.90e+02  9.36e+02  
 5061    1054.3542   7.78e+02  8.58e+02  9.23e+02  
 5062    1054.5625   6.81e+02  7.63e+02  8.13e+02  
 5063    1054.7708   6.48e+02  7.27e+02  7.68e+02  
 5064    1054.9792   6.16e+02  6.94e+02  7.34e+02  
 5065    1055.1875   6.01e+02  6.78e+02  7.18e+02  
 5066    1055.3958   5.35e+02  6.10e+02  6.52e+02  
 5067    1055.6042   4.83e+02  5.49e+02  5.89e+02  
 5068    1055.8125   4.36e+02  4.95e+02  5.33e+02  
 5069    1056.0208   3.94e+02  4.46e+02  4.82e+02  
 5070    1056.2292   3.55e+02  4.01e+02  4.36e+02  
 5071    1056.4375   3.21e+02  3.62e+02  3.94e+02  
 5072    1056.6458   3.06e+02  3.54e+02  3.88e+02  
 5073    1056.8542   2.78e+02  3.12e+02  3.37e+02  
 5074    1057.0625   2.44e+02  2.77e+02  3.07e+02  
 5075    1057.2708   2.35e+02  2.86e+02  2.92e+02  
 5076    1057.4792   2.41e+02  2.77e+02  3.01e+02  
 5077    1057.6875   2.19e+02  2.48e+02  2.68e+02  
 5078    1057.8958   1.98e+02  2.34e+02  2.52e+02  
 5079    1058.1042   1.99e+02  2.26e+02  2.44e+02  
 5080    1058.3125   1.90e+02  2.25e+02  2.36e+02  
 5081    1058.5208   1.59e+02  1.80e+02  2.04e+02  
 5082    1058.7292   1.38e+02  1.61e+02  1.81e+02  
 5083    1058.9375   1.35e+02  1.59e+02  1.79e+02  
 5084    1059.1458   1.19e+02  1.41e+02  1.63e+02  
 5085    1059.3542   1.33e+02  1.42e+02  1.66e+02  
 5086    1059.5625   1.11e+02  1.30e+02  1.48e+02  
 5087    1059.7708   1.04e+02  1.32e+02  1.46e+02  
 5088    1059.9792   1.08e+02  1.29e+02  1.45e+02  
 5089    1060.1875   1.12e+02  1.26e+02  1.44e+02  
 5090    1060.3958   1.10e+02  1.32e+02  1.53e+02  
 5091    1060.6042   1.04e+02  1.23e+02  1.41e+02  
 5092    1060.8125   1.06e+02  1.24e+02  1.43e+02  
 5093    1061.0208   1.01e+02  1.18e+02  1.39e+02  
 5094    1061.2292   1.08e+02  1.28e+02  1.47e+02  
 5095    1061.4375   9.20e+01  1.12e+02  1.30e+02  
 5096    1061.6458   8.40e+01  1.01e+02  1.17e+02  
 5097    1061.8542   8.29e+01  9.90e+01  1.14e+02  
 5098    1062.0625   8.19e+01  9.68e+01  1.12e+02  
 5099    1062.2708   8.08e+01  9.94e+01  1.12e+02  
 5100    1062.4792   7.53e+01  9.00e+01  1.03e+02  
 5101    1062.6875   7.01e+01  8.33e+01  9.33e+01  
 5102    1062.8958   6.92e+01  8.09e+01  9.24e+01  
 5103    1063.1042   6.26e+01  7.32e+01  8.42e+01  
 5104    1063.3125   6.03e+01  6.91e+01  8.78e+01  
 5105    1063.5208   6.81e+01  7.87e+01  8.63e+01  
 5106    1063.7292   7.57e+01  8.45e+01  9.99e+01  
 5107    1063.9375   6.95e+01  8.09e+01  9.01e+01  
 5108    1064.1458   6.83e+01  8.32e+01  9.97e+01  
 5109    1064.3542   5.10e+01  6.16e+01  7.32e+01  
 5110    1064.5625   1.64e+01  1.69e+01  1.85e+01  
 5111    1064.7708   1.51e+01  2.11e+01  2.27e+01  
 5112    1064.9792   4.24e+02  4.41e+02  4.06e+02  
 5113    1065.1875   5.22e+02  5.07e+02  5.01e+02  
 5114    1065.3958   6.73e+02  6.63e+02  6.50e+02  
 5115    1065.6042   8.19e+02  8.35e+02  8.03e+02  
 5116    1065.8125   7.37e+02  7.56e+02  7.54e+02  
 5117    1066.0208   8.79e+02  8.61e+02  8.36e+02  
 5118    1066.2292   9.31e+02  9.72e+02  9.61e+02  
 5119    1066.4375   9.77e+02  1.01e+03  1.01e+03  
 5120    1066.6458   9.22e+02  9.39e+02  9.47e+02  
 5121    1066.8542   9.14e+02  9.53e+02  9.81e+02  
 5122    1067.0625   8.19e+02  8.55e+02  8.79e+02  
 5123    1067.2708   7.33e+02  7.67e+02  7.87e+02  
 5124    1067.4792   7.58e+02  7.61e+02  8.28e+02  
 5125    1067.6875   6.99e+02  7.35e+02  7.64e+02  
 5126    1067.8958   7.34e+02  7.82e+02  8.22e+02  
 5127    1068.1042   7.29e+02  7.84e+02  8.46e+02  
 5128    1068.3125   7.51e+02  8.10e+02  8.52e+02  
 5129    1068.5208   7.82e+02  8.48e+02  8.83e+02  
 5130    1068.7292   7.10e+02  7.94e+02  8.54e+02  
 5131    1068.9375   7.00e+02  7.67e+02  8.32e+02  
 5132    1069.1458   6.90e+02  7.41e+02  8.11e+02  
 5133    1069.3542   7.24e+02  7.82e+02  8.51e+02  
 5134    1069.5625   6.91e+02  7.55e+02  8.11e+02  
 5135    1069.7708   7.03e+02  7.73e+02  8.30e+02  
 5136    1069.9792   7.01e+02  7.60e+02  8.27e+02  
 5137    1070.1875   7.52e+02  8.37e+02  8.79e+02  
 5138    1070.3958   7.57e+02  8.52e+02  9.43e+02  
 5139    1070.6042   7.64e+02  8.54e+02  9.31e+02  
 5140    1070.8125   7.58e+02  8.43e+02  8.56e+02  
 5141    1071.0208   7.51e+02  8.34e+02  8.97e+02  
 5142    1071.2292   8.01e+02  8.71e+02  9.51e+02  
 5143    1071.4375   6.90e+02  7.97e+02  8.75e+02  
 5144    1071.6458   7.23e+02  7.83e+02  8.67e+02  
 5145    1071.8542   7.28e+02  8.05e+02  8.67e+02  
 5146    1072.0625   7.24e+02  8.01e+02  8.45e+02  
 5147    1072.2708   7.33e+02  8.22e+02  8.93e+02  
 5148    1072.4792   4.42e+02  4.97e+02  5.49e+02  
 5149    1072.6875   4.28e+02  4.70e+02  5.07e+02  
 5150    1072.8958   4.13e+02  4.60e+02  5.02e+02  
 5151    1073.1042   4.21e+02  4.80e+02  5.11e+02  
 5152    1073.3125   3.96e+02  4.49e+02  4.96e+02  
 5153    1073.5208   4.08e+02  4.48e+02  4.85e+02  
 5154    1073.7292   3.64e+02  4.01e+02  4.45e+02  
 5155    1073.9375   3.45e+02  3.83e+02  4.23e+02  
 5156    1074.1458   3.41e+02  3.82e+02  4.14e+02  
 5157    1074.3542   3.37e+02  3.82e+02  4.10e+02  
 5158    1074.5625   3.36e+02  3.75e+02  4.06e+02  
 5159    1074.7708   3.44e+02  3.81e+02  4.14e+02  
 5160    1074.9792   3.37e+02  3.82e+02  4.26e+02  
 5161    1075.1875   3.01e+02  3.37e+02  3.64e+02  
 5162    1075.3958   2.79e+02  3.12e+02  3.30e+02  
 5163    1075.6042   2.26e+02  2.55e+02  2.83e+02  
 5164    1075.8125   1.90e+02  2.13e+02  2.38e+02  
 5165    1076.0208   1.66e+02  1.79e+02  1.90e+02  
 5166    1076.2292   1.44e+02  1.50e+02  1.51e+02  
 5167    1076.4375   1.49e+02  1.53e+02  1.50e+02  
 5168    1076.6458   1.40e+02  1.42e+02  1.43e+02  
 5169    1076.8542   1.45e+02  1.46e+02  1.43e+02  
 5170    1077.0625   1.35e+02  1.36e+02  1.31e+02  
 5171    1077.2708   1.41e+02  1.36e+02  1.32e+02  
 5172    1077.4792   1.30e+02  1.33e+02  1.27e+02  
 5173    1077.6875   1.23e+02  1.27e+02  1.24e+02  
 5174    1077.8958   1.02e+02  1.06e+02  1.06e+02  
 5175    1078.1042   8.43e+01  8.88e+01  9.16e+01  
 5176    1078.3125   7.44e+01  7.06e+01  6.29e+01  
 5177    1078.5208   7.12e+01  6.89e+01  6.18e+01  
 5178    1078.7292   7.31e+01  6.86e+01  6.08e+01  
 5179    1078.9375   6.90e+01  6.51e+01  5.98e+01  
 5180    1079.1458   6.85e+01  6.59e+01  5.66e+01  
 5181    1079.3542   6.93e+01  6.34e+01  5.70e+01  
 5182    1079.5625   6.22e+01  6.07e+01  5.50e+01  
 5183    1079.7708   5.79e+01  5.57e+01  5.09e+01  
 5184    1079.9792   5.43e+01  5.28e+01  4.78e+01  
 5185    1080.1875   5.16e+01  4.80e+01  4.65e+01  
 5186    1080.3958   4.51e+01  4.49e+01  4.32e+01  
 5187    1080.6042   4.42e+01  4.29e+01  4.06e+01  
 5188    1080.8125   4.00e+01  4.04e+01  3.97e+01  
 5189    1081.0208   3.86e+01  3.95e+01  3.91e+01  
 5190    1081.2292   3.68e+01  3.72e+01  3.63e+01  
 5191    1081.4375   3.50e+01  3.69e+01  3.64e+01  
 5192    1081.6458   3.29e+01  3.51e+01  3.53e+01  
 5193    1081.8542   3.04e+01  3.32e+01  3.31e+01  
 5194    1082.0625   3.03e+01  3.11e+01  3.42e+01  
 5195    1082.2708   3.02e+01  3.24e+01  3.21e+01  
 5196    1082.4792   2.97e+01  3.16e+01  3.27e+01  
 5197    1082.6875   2.36e+01  2.51e+01  2.75e+01  
 5198    1082.8958   1.46e+01  1.64e+01  1.69e+01  
 5199    1083.1042   1.23e+01  1.34e+01  1.33e+01  
 5200    1083.3125   1.03e+01  1.09e+01  1.05e+01  
 5201    1083.5208   1.02e+01  1.01e+01  1.20e+01  
 5202    1083.7292   9.10e+00  1.00e+01  1.37e+01  
 5203    1083.9375   1.02e+01  1.36e+01  2.29e+01  
 5204    1084.1458   1.15e+01  1.61e+01  3.02e+01  
 5205    1084.3542   1.13e+01  1.91e+01  3.77e+01  
 5206    1084.5625   9.34e+00  1.26e+01  1.94e+01  
 5207    1084.7708   1.09e+01  1.79e+01  3.30e+01  
 5208    1084.9792   1.11e+01  1.85e+01  3.39e+01  
 5209    1085.1875   1.13e+01  1.91e+01  3.47e+01  
 5210    1085.3958   1.35e+01  2.30e+01  4.36e+01  
 5211    1085.6042   9.78e+00  1.57e+01  2.92e+01  
 5212    1085.8125   9.41e+00  1.58e+01  3.11e+01  
 5213    1086.0208   8.29e+00  1.34e+01  2.79e+01  
 5214    1086.2292   9.98e+00  1.76e+01  3.27e+01  
 5215    1086.4375   6.51e+00  1.03e+01  1.65e+01  
 5216    1086.6458   7.04e+00  1.15e+01  2.07e+01  
 5217    1086.8542   6.43e+00  8.30e+00  1.21e+01  
 5218    1087.0625   5.87e+00  8.27e+00  1.66e+01  
 5219    1087.2708   1.06e+01  2.15e+01  3.79e+01  
 5220    1087.4792   6.01e+00  8.82e+00  1.44e+01  
 5221    1087.6875   1.14e+01  2.20e+01  5.23e+01  
 5222    1087.8958   2.34e+01  4.13e+01  7.01e+01  
 5223    1088.1042   2.63e+01  5.91e+01  9.63e+01  
 5224    1088.3125   3.84e+01  6.51e+01  1.05e+02  
 5225    1088.5208   2.43e+01  4.34e+01  7.11e+01  
 5226    1088.7292   2.42e+01  4.69e+01  7.08e+01  
 5227    1088.9375   2.42e+01  4.36e+01  7.09e+01  
 5228    1089.1458   2.66e+01  4.47e+01  7.11e+01  
 5229    1089.3542   1.52e+01  2.59e+01  4.66e+01  
 5230    1089.5625   2.16e+01  3.73e+01  5.41e+01  
 5231    1089.7708   2.10e+01  3.55e+01  5.32e+01  
 5232    1089.9792   2.05e+01  3.37e+01  5.22e+01  
 5233    1090.1875   2.15e+01  3.51e+01  5.26e+01  
 5234    1090.3958   2.25e+01  3.64e+01  5.29e+01  
 5235    1090.6042   2.65e+01  4.15e+01  5.75e+01  
 5236    1090.8125   2.79e+01  4.27e+01  5.84e+01  
 5237    1091.0208   1.37e+01  2.23e+01  3.64e+01  
 5238    1091.2292   1.55e+01  2.67e+01  4.00e+01  
 5239    1091.4375   1.82e+01  2.87e+01  3.83e+01  
 5240    1091.6458   9.91e+00  1.68e+01  2.37e+01  
 5241    1091.8542   1.63e+02  3.11e+02  4.01e+02  
 5242    1092.0625   3.37e+02  5.69e+02  7.19e+02  
 5243    1092.2708   6.96e+02  1.04e+03  1.29e+03  
 5244    1092.4792   9.22e+02  1.18e+03  1.57e+03  
 5245    1092.6875   8.88e+02  1.28e+03  1.55e+03  
 5246    1092.8958   3.35e+02  5.97e+02  9.40e+02  
 5247    1093.1042   5.55e+02  8.61e+02  1.17e+03  
 5248    1093.3125   8.65e+02  1.24e+03  1.57e+03  
 5249    1093.5208   7.63e+02  1.20e+03  1.59e+03  
 5250    1093.7292   1.07e+03  1.42e+03  1.82e+03  
 5251    1093.9375   1.11e+03  1.46e+03  1.81e+03  
 5252    1094.1458   1.15e+03  1.49e+03  1.80e+03  
 5253    1094.3542   1.24e+03  1.63e+03  1.95e+03  
 5254    1094.5625   9.46e+02  1.25e+03  1.59e+03  
 5255    1094.7708   9.76e+02  1.31e+03  1.62e+03  
 5256    1094.9792   9.63e+02  1.29e+03  1.55e+03  
 5257    1095.1875   1.19e+03  1.50e+03  1.75e+03  
 5258    1095.3958   9.25e+02  1.26e+03  1.55e+03  
 5259    1095.6042   1.08e+03  1.39e+03  1.69e+03  
 5260    1095.8125   1.13e+03  1.50e+03  1.77e+03  
 5261    1096.0208   1.03e+03  1.33e+03  1.58e+03  
 5262    1096.2292   1.25e+03  1.59e+03  1.83e+03  
 5263    1096.4375   1.00e+03  1.32e+03  1.58e+03  
 5264    1096.6458   1.03e+03  1.33e+03  1.61e+03  
 5265    1096.8542   9.86e+02  1.31e+03  1.55e+03  
 5266    1097.0625   1.06e+03  1.36e+03  1.62e+03  
 5267    1097.2708   1.09e+03  1.40e+03  1.62e+03  
 5268    1097.4792   1.12e+03  1.44e+03  1.71e+03  
 5269    1097.6875   1.15e+03  1.48e+03  1.65e+03  
 5270    1097.8958   1.01e+03  1.32e+03  1.55e+03  
 5271    1098.1042   1.11e+03  1.44e+03  1.67e+03  
 5272    1098.3125   9.53e+02  1.22e+03  1.44e+03  
 5273    1098.5208   1.07e+03  1.34e+03  1.57e+03  
 5274    1098.7292   9.26e+02  1.22e+03  1.44e+03  
 5275    1098.9375   7.80e+02  1.02e+03  1.21e+03  
 5276    1099.1458   7.24e+02  9.35e+02  1.11e+03  
 5277    1099.3542   6.72e+02  8.61e+02  1.02e+03  
 5278    1099.5625   7.07e+02  9.04e+02  1.06e+03  
 5279    1099.7708   7.05e+02  8.75e+02  1.06e+03  
 5280    1099.9792   7.32e+02  9.31e+02  1.08e+03  
 5281    1100.1875   6.56e+02  8.34e+02  9.95e+02  
 5282    1100.3958   7.06e+02  9.01e+02  1.06e+03  
 5283    1100.6042   6.13e+02  8.02e+02  9.33e+02  
 5284    1100.8125   7.04e+02  8.75e+02  1.02e+03  
 5285    1101.0208   6.55e+02  8.21e+02  9.58e+02  
 5286    1101.2292   6.09e+02  7.70e+02  8.98e+02  
 5287    1101.4375   6.24e+02  8.08e+02  8.92e+02  
 5288    1101.6458   5.35e+02  7.13e+02  8.64e+02  
 5289    1101.8542   5.93e+02  7.63e+02  8.94e+02  
 5290    1102.0625   5.46e+02  6.93e+02  8.18e+02  
 5291    1102.2708   5.45e+02  6.92e+02  8.10e+02  
 5292    1102.4792   4.74e+02  6.25e+02  7.53e+02  
 5293    1102.6875   4.59e+02  5.88e+02  6.91e+02  
 5294    1102.8958   4.62e+02  6.15e+02  7.26e+02  
 5295    1103.1042   4.65e+02  5.41e+02  6.26e+02  
 5296    1103.3125   4.89e+02  5.97e+02  6.88e+02  
 5297    1103.5208   3.90e+02  5.02e+02  5.88e+02  
 5298    1103.7292   3.88e+02  4.96e+02  5.82e+02  
 5299    1103.9375   3.59e+02  4.59e+02  5.51e+02  
 5300    1104.1458   3.86e+02  4.86e+02  5.96e+02  
 5301    1104.3542   3.72e+02  4.78e+02  5.28e+02  
 5302    1104.5625   3.60e+02  4.48e+02  5.26e+02  
 5303    1104.7708   3.88e+02  4.78e+02  5.41e+02  
 5304    1104.9792   2.75e+02  3.41e+02  4.38e+02  
 5305    1105.1875   3.19e+02  3.91e+02  4.47e+02  
 5306    1105.3958   2.95e+02  3.65e+02  4.23e+02  
 5307    1105.6042   3.00e+02  3.65e+02  4.22e+02  
 5308    1105.8125   2.71e+02  3.42e+02  4.01e+02  
 5309    1106.0208   2.49e+02  3.13e+02  3.74e+02  
 5310    1106.2292   2.53e+02  3.14e+02  3.70e+02  
 5311    1106.4375   2.58e+02  3.14e+02  3.66e+02  
 5312    1106.6458   2.36e+02  2.93e+02  3.25e+02  
 5313    1106.8542   2.24e+02  2.67e+02  3.11e+02  
 5314    1107.0625   2.36e+02  2.87e+02  3.24e+02  
 5315    1107.2708   2.00e+02  2.48e+02  2.76e+02  
 5316    1107.4792   2.07e+02  2.51e+02  2.80e+02  
 5317    1107.6875   1.71e+02  2.17e+02  2.58e+02  
 5318    1107.8958   1.70e+02  2.08e+02  2.36e+02  
 5319    1108.1042   1.55e+02  1.89e+02  2.15e+02  
 5320    1108.3125   1.40e+02  1.72e+02  1.95e+02  
 5321    1108.5208   1.40e+02  1.64e+02  1.84e+02  
 5322    1108.7292   1.22e+02  1.52e+02  1.75e+02  
 5323    1108.9375   1.37e+02  1.61e+02  1.80e+02  
 5324    1109.1458   1.15e+02  1.41e+02  1.56e+02  
 5325    1109.3542   1.21e+02  1.46e+02  1.60e+02  
 5326    1109.5625   9.71e+01  1.18e+02  1.35e+02  
 5327    1109.7708   9.74e+01  1.14e+02  1.27e+02  
 5328    1109.9792   1.01e+02  1.17e+02  1.29e+02  
 5329    1110.1875   1.06e+02  1.19e+02  1.31e+02  
 5330    1110.3958   1.08e+02  1.24e+02  1.32e+02  
 5331    1110.6042   9.86e+01  1.13e+02  1.23e+02  
 5332    1110.8125   2.27e+01  2.67e+01  3.21e+01  
 5333    1111.0208   2.79e+01  3.15e+01  3.46e+01  
 5334    1111.2292   1.14e+02  1.20e+02  1.28e+02  
 5335    1111.4375   1.58e+02  1.77e+02  2.08e+02  
 5336    1111.6458   3.13e+02  3.71e+02  4.36e+02  
 5337    1111.8542   4.64e+02  5.99e+02  7.86e+02  
 5338    1112.0625   3.29e+02  4.37e+02  5.31e+02  
 5339    1112.2708   6.16e+02  8.29e+02  1.03e+03  
 5340    1112.4792   5.31e+02  7.01e+02  8.61e+02  
 5341    1112.6875   5.49e+02  7.56e+02  9.32e+02  
 5342    1112.8958   6.79e+02  9.06e+02  1.12e+03  
 5343    1113.1042   7.68e+02  1.03e+03  1.24e+03  
 5344    1113.3125   7.38e+02  9.85e+02  1.21e+03  
 5345    1113.5208   7.10e+02  9.46e+02  1.18e+03  
 5346    1113.7292   6.90e+02  9.30e+02  1.15e+03  
 5347    1113.9375   5.36e+02  7.06e+02  8.64e+02  
 5348    1114.1458   7.06e+02  8.73e+02  1.05e+03  
 5349    1114.3542   5.11e+02  7.10e+02  8.94e+02  
 5350    1114.5625   6.61e+02  8.74e+02  1.07e+03  
 5351    1114.7708   7.35e+02  9.66e+02  1.19e+03  
 5352    1114.9792   7.73e+02  1.01e+03  1.23e+03  
 5353    1115.1875   7.37e+02  9.75e+02  1.22e+03  
 5354    1115.3958   7.03e+02  9.37e+02  1.22e+03  
 5355    1115.6042   9.82e+02  1.15e+03  1.11e+03  
 5356    1115.8125   9.05e+02  1.03e+03  9.64e+02  
 5357    1116.0208   8.78e+02  9.80e+02  9.21e+02  
 5358    1116.2292   8.52e+02  9.33e+02  8.80e+02  
 5359    1116.4375   8.27e+02  8.88e+02  8.41e+02  
 5360    1116.6458   8.03e+02  8.45e+02  8.04e+02  
 5361    1116.8542   7.79e+02  8.04e+02  7.68e+02  
 5362    1117.0625   7.56e+02  7.65e+02  7.34e+02  
 5363    1117.2708   7.33e+02  7.28e+02  7.02e+02  
 5364    1117.4792   7.49e+02  7.37e+02  7.23e+02  
 5365    1117.6875   6.97e+02  7.19e+02  7.09e+02  
 5366    1117.8958   7.51e+02  7.53e+02  7.28e+02  
 5367    1118.1042   5.93e+02  6.07e+02  6.01e+02  
 5368    1118.3125   6.27e+02  6.45e+02  6.28e+02  
 5369    1118.5208   5.49e+02  5.80e+02  5.84e+02  
 5370    1118.7292   6.31e+02  6.27e+02  5.96e+02  
 5371    1118.9375   4.08e+02  4.33e+02  4.29e+02  
 5372    1119.1458   3.48e+02  3.36e+02  3.32e+02  
 5373    1119.3542   3.34e+02  3.57e+02  3.56e+02  
 5374    1119.5625   3.27e+02  3.52e+02  3.52e+02  
 5375    1119.7708   3.08e+02  3.28e+02  3.48e+02  
 5376    1119.9792   2.33e+02  2.45e+02  2.63e+02  
 5377    1120.1875   2.66e+02  3.06e+02  3.69e+02  
 5378    1120.3958   2.59e+02  3.15e+02  3.18e+02  
 5379    1120.6042   2.51e+02  3.23e+02  4.01e+02  
 5380    1120.8125   2.15e+02  2.54e+02  2.88e+02  
 5381    1121.0208   1.66e+02  2.21e+02  3.39e+02  
 5382    1121.2292   2.98e+02  4.51e+02  6.81e+02  
 5383    1121.4375   1.94e+02  2.47e+02  3.35e+02  
 5384    1121.6458   2.96e+02  4.07e+02  6.00e+02  
 5385    1121.8542   2.48e+02  4.22e+02  6.90e+02  
 5386    1122.0625   3.18e+02  5.20e+02  8.13e+02  
 5387    1122.2708   2.88e+02  4.70e+02  7.27e+02  
 5388    1122.4792   2.61e+02  4.25e+02  6.51e+02  
 5389    1122.6875   2.60e+02  4.33e+02  7.05e+02  
 5390    1122.8958   2.55e+02  4.19e+02  6.31e+02  
 5391    1123.1042   3.45e+02  5.55e+02  8.19e+02  
 5392    1123.3125   1.99e+02  3.18e+02  4.95e+02  
 5393    1123.5208   1.87e+02  3.08e+02  4.62e+02  
 5394    1123.7292   1.53e+02  2.34e+02  3.38e+02  
 5395    1123.9375   2.06e+02  3.05e+02  4.18e+02  
 5396    1124.1458   2.06e+02  3.06e+02  4.15e+02  
 5397    1124.3542   2.07e+02  3.08e+02  4.12e+02  
 5398    1124.5625   1.98e+02  2.95e+02  4.03e+02  
 5399    1124.7708   1.55e+02  2.46e+02  3.41e+02  
 5400    1124.9792   1.49e+02  2.36e+02  3.33e+02  
 5401    1125.1875   1.53e+02  2.43e+02  3.45e+02  
 5402    1125.3958   2.43e+02  3.79e+02  5.26e+02  
 5403    1125.6042   1.81e+02  2.68e+02  4.04e+02  
 5404    1125.8125   2.21e+02  3.51e+02  4.99e+02  
 5405    1126.0208   2.42e+02  3.77e+02  7.11e+02  
 5406    1126.2292   2.64e+02  4.06e+02  5.64e+02  
 5407    1126.4375   2.31e+02  3.62e+02  5.56e+02  
 5408    1126.6458   2.21e+02  3.47e+02  4.99e+02  
 5409    1126.8542   2.91e+02  4.27e+02  5.63e+02  
 5410    1127.0625   2.22e+02  3.28e+02  4.68e+02  
 5411    1127.2708   2.04e+02  3.10e+02  4.87e+02  
 5412    1127.4792   2.27e+02  2.93e+02  4.01e+02  
 5413    1127.6875   2.52e+02  3.72e+02  5.10e+02  
 5414    1127.8958   2.54e+02  3.69e+02  4.89e+02  
 5415    1128.1042   2.05e+02  3.06e+02  4.15e+02  
 5416    1128.3125   2.56e+02  3.77e+02  5.08e+02  
 5417    1128.5208   2.23e+02  3.37e+02  4.44e+02  
 5418    1128.7292   2.54e+02  3.81e+02  4.58e+02  
 5419    1128.9375   2.54e+02  3.39e+02  4.31e+02  
 5420    1129.1458   2.00e+02  2.85e+02  3.64e+02  
 5421    1129.3542   2.07e+02  2.99e+02  3.73e+02  
 5422    1129.5625   2.13e+02  3.14e+02  3.82e+02  
 5423    1129.7708   2.49e+02  3.34e+02  4.13e+02  
 5424    1129.9792   1.98e+02  2.78e+02  3.38e+02  
 5425    1130.1875   2.43e+02  3.22e+02  3.94e+02  
 5426    1130.3958   2.01e+02  2.71e+02  3.45e+02  
 5427    1130.6042   2.33e+02  3.04e+02  3.71e+02  
 5428    1130.8125   2.34e+02  3.19e+02  3.79e+02  
 5429    1131.0208   2.62e+02  3.22e+02  3.81e+02  
 5430    1131.2292   2.36e+02  2.92e+02  3.55e+02  
 5431    1131.4375   2.12e+02  2.65e+02  3.31e+02  
 5432    1131.6458   1.63e+02  1.90e+02  2.38e+02  
 5433    1131.8542   1.68e+02  2.18e+02  2.62e+02  
 5434    1132.0625   2.09e+02  2.64e+02  2.97e+02  
 5435    1132.2708   1.30e+02  1.84e+02  2.16e+02  
 5436    1132.4792   1.72e+02  2.14e+02  2.62e+02  
 5437    1132.6875   1.53e+02  2.00e+02  2.38e+02  
 5438    1132.8958   1.54e+02  1.96e+02  2.23e+02  
 5439    1133.1042   1.36e+02  1.73e+02  2.04e+02  
 5440    1133.3125   1.20e+02  1.53e+02  1.86e+02  
 5441    1133.5208   1.14e+02  1.39e+02  1.61e+02  
 5442    1133.7292   9.86e+01  1.32e+02  1.56e+02  
 5443    1133.9375   1.14e+02  1.35e+02  1.56e+02  
 5444    1134.1458   8.43e+01  1.11e+02  1.30e+02  
 5445    1134.3542   1.05e+02  1.25e+02  1.48e+02  
 5446    1134.5625   8.97e+01  1.06e+02  1.23e+02  
 5447    1134.7708   7.67e+01  9.21e+01  1.09e+02  
 5448    1134.9792   8.20e+01  9.42e+01  1.09e+02  
 5449    1135.1875   6.43e+01  8.16e+01  9.75e+01  
 5450    1135.3958   7.18e+01  9.05e+01  1.00e+02  
 5451    1135.6042   6.17e+01  8.49e+01  9.47e+01  
 5452    1135.8125   7.81e+01  8.94e+01  1.04e+02  
 5453    1136.0208   5.98e+01  7.60e+01  8.52e+01  
 5454    1136.2292   6.71e+01  8.07e+01  9.21e+01  
 5455    1136.4375   6.59e+01  7.92e+01  9.17e+01  
 5456    1136.6458   6.47e+01  7.78e+01  9.13e+01  
 5457    1136.8542   6.98e+01  8.51e+01  9.87e+01  
 5458    1137.0625   5.61e+01  6.65e+01  8.35e+01  
