;Produced by Yue Chen, @LANL, on Jul  3, 2018
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: OMNI data between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), Dst(nT), upstream solar wind speed (km/s), upstream solar wind proton density
;

;format (I5, 3x, f15.4, 3e15.2)

  S/N              Time            Dst      S/W speed     S/W p+ den
  466           97.0625      -2.80e+01       7.17e+02       8.00e-01
  467           97.2708      -2.20e+01       7.40e+02       5.00e-01
  468           97.4792      -1.50e+01       7.28e+02       6.00e-01
  469           97.6875      -1.60e+01       6.76e+02       5.00e-01
  470           97.8958      -1.90e+01       6.38e+02       4.00e-01
  471           98.1042      -1.05e+01       5.80e+02       6.50e-01
  472           98.3125      -1.00e+01       5.86e+02       3.50e-01
  473           98.5208      -1.25e+01       5.56e+02       3.00e-01
  474           98.7292      -1.20e+01       4.96e+02       5.50e-01
  475           98.9375      -1.35e+01       4.52e+02       7.50e-01
  476           99.1458      -6.50e+00       4.34e+02       7.50e-01
  477           99.3542      -6.00e+00       4.12e+02       8.00e-01
  478           99.5625      -3.00e+00       3.92e+02       9.00e-01
  479           99.7708      -3.50e+00       3.74e+02       9.50e-01
  480           99.9792      -7.00e+00       3.44e+02       1.85e+00
  481          100.1875       4.50e+00       3.43e+02       2.85e+00
  482          100.3958       4.50e+00       3.34e+02       4.50e+00
  483          100.6042       7.00e+00       3.32e+02       5.35e+00
  484          100.8125       1.45e+01       4.01e+02       2.74e+01
  485          101.0208       1.50e+01       4.02e+02       2.28e+01
  486          101.2292      -1.04e+02       4.18e+02       1.30e+01
  487          101.4375      -8.20e+01       5.85e+02       8.35e+00
  488          101.6458      -6.50e+01       6.49e+02       4.50e+00
  489          101.8542      -4.85e+01       6.32e+02       6.50e+00
  490          102.0625      -3.55e+01       6.42e+02       6.40e+00
  491          102.2708      -4.25e+01       7.01e+02       2.10e+00
  492          102.4792      -3.70e+01       7.64e+02       1.50e+00
  493          102.6875      -3.40e+01       7.62e+02       1.35e+00
  494          102.8958      -2.80e+01       7.00e+02       1.25e+00
  495          103.1042      -2.95e+01       6.94e+02       1.20e+00
  496          103.3125      -1.85e+01       7.28e+02       1.15e+00
  497          103.5208      -2.30e+01       6.94e+02       1.35e+00
  498          103.7292      -1.65e+01       6.38e+02       1.85e+00
  499          103.9375      -1.60e+01       6.40e+02       1.80e+00
  500          104.1458      -2.15e+01       6.32e+02       1.45e+00
  501          104.3542      -1.60e+01       5.97e+02       1.45e+00
  502          104.5625      -2.15e+01       5.54e+02       1.40e+00
  503          104.7708      -1.20e+01       5.58e+02       2.20e+00
  504          104.9792      -4.50e+00       5.51e+02       2.25e+00
  505          105.1875      -1.65e+01       5.24e+02       2.55e+00
  506          105.3958      -8.50e+00       5.06e+02       2.80e+00
  507          105.6042      -7.00e+00       5.06e+02       2.50e+00
  508          105.8125      -1.55e+01       4.88e+02       2.00e+00
  509          106.0208      -1.85e+01       4.78e+02       1.90e+00
  510          106.2292      -6.00e+00       5.08e+02       4.45e+00
  511          106.4375      -1.10e+01       4.82e+02       5.85e+00
  512          106.6458      -1.15e+01       4.68e+02       8.45e+00
  513          106.8542      -4.55e+01       4.71e+02       2.20e+00
  514          107.0625      -6.70e+01       4.40e+02       3.55e+00
  515          107.2708      -6.80e+01       4.28e+02       4.50e+00
  516          107.4792      -3.75e+01       4.07e+02       9.90e+00
  517          107.6875      -3.70e+01       3.96e+02       8.80e+00
  518          107.8958      -2.20e+01       4.00e+02       8.10e+00
  519          108.1042      -2.05e+01       4.08e+02       6.85e+00
  520          108.3125      -1.00e+01       4.47e+02       1.28e+01
  521          108.5208      -1.15e+01       4.44e+02       7.55e+00
  522          108.7292      -9.50e+00       4.22e+02       5.15e+00
  523          108.9375      -8.50e+00       4.07e+02       6.55e+00
  524          109.1458       1.00e+00       3.94e+02       8.95e+00
  525          109.3542       5.00e+00       4.30e+02       8.85e+00
  526          109.5625      -5.00e-01       4.14e+02       1.45e+01
  527          109.7708      -6.00e+00       3.70e+02       9.45e+00
  528          109.9792      -3.50e+00       3.42e+02       6.30e+00
  529          110.1875      -1.35e+01       3.74e+02       2.04e+01
  530          110.3958      -6.50e+00       3.66e+02       1.18e+01
  531          110.6042      -6.50e+00       3.98e+02       1.46e+01
  532          110.8125      -7.00e+00       3.68e+02       6.60e+00
  533          111.0208      -3.00e+00       3.78e+02       4.00e+00
  534          111.2292      -5.00e+00       3.74e+02       3.45e+00
  535          111.4375      -1.50e+00       4.00e+02       4.90e+00
  536          111.6458      -1.10e+01       3.91e+02       6.00e+00
  537          111.8542      -9.00e+00       4.00e+02       5.25e+00
  538          112.0625      -6.00e+00       4.29e+02       4.95e+00
  539          112.2708      -8.00e+00       4.24e+02       3.15e+00
  540          112.4792      -4.50e+00       4.44e+02       2.85e+00
  541          112.6875      -5.00e+00       4.22e+02       3.00e+00
  542          112.8958      -3.50e+00       4.08e+02       3.05e+00
  543          113.1042      -5.00e+00       4.06e+02       2.95e+00
  544          113.3125       1.00e+00       4.14e+02       2.30e+00
  545          113.5208      -1.00e+00       4.00e+02       2.30e+00
  546          113.7292      -2.00e+00       3.72e+02       2.75e+00
  547          113.9375      -5.00e-01       3.44e+02       3.45e+00
  548          114.1458       5.00e-01       3.52e+02       2.65e+00
  549          114.3542       5.00e-01       3.32e+02       2.80e+00
  550          114.5625       1.05e+01       3.33e+02       6.75e+00
  551          114.7708       7.50e+00       3.22e+02       6.55e+00
  552          114.9792      -1.00e+00       3.24e+02       4.75e+00
  553          115.1875       1.20e+01       3.17e+02       1.64e+01
  554          115.3958       4.00e+00       3.44e+02       7.05e+00
  555          115.6042      -4.50e+00       3.52e+02       5.35e+00
  556          115.8125       2.00e+00       3.27e+02       4.25e+00
  557          116.0208       2.00e+00       3.23e+02       4.30e+00
  558          116.2292       6.00e+00       3.28e+02       4.20e+00
  559          116.4375       6.50e+00       3.25e+02       4.60e+00
  560          116.6458       4.00e+00       3.24e+02       4.75e+00
  561          116.8542       2.50e+00       3.32e+02       3.35e+00
  562          117.0625       7.00e+00       3.19e+02       4.70e+00
  563          117.2708      -1.50e+00       3.12e+02       6.05e+00
  564          117.4792      -1.00e+00       3.03e+02       6.40e+00
  565          117.6875      -1.00e+00       2.94e+02       6.70e+00
  566          117.8958       6.00e+00       2.90e+02       5.80e+00
  567          118.1042       3.00e+00       2.74e+02       7.00e+00
  568          118.3125      -4.50e+00       2.84e+02       6.00e+00
  569          118.5208      -6.50e+00       2.75e+02       6.20e+00
  570          118.7292      -9.00e+00       2.81e+02       7.30e+00
  571          118.9375       1.00e+00       2.84e+02       7.65e+00
  572          119.1458      -5.00e-01       2.94e+02       8.55e+00
  573          119.3542       5.50e+00       3.04e+02       9.50e+00
  574          119.5625      -3.00e+00       3.03e+02       8.90e+00
  575          119.7708       2.50e+00       2.86e+02       1.17e+01
  576          119.9792       1.05e+01       3.02e+02       2.42e+01
  577          120.1875      -5.00e+00       2.92e+02       1.97e+01
  578          120.3958       7.50e+00       3.17e+02       3.66e+01
  579          120.6042      -5.50e+00       3.77e+02       7.50e+00
  580          120.8125      -3.50e+00       4.21e+02       1.32e+01
  581          121.0208      -1.05e+01       4.88e+02       7.65e+00
  582          121.2292      -1.35e+01       4.67e+02       9.55e+00
  583          121.4375      -1.15e+01       4.82e+02       7.25e+00
  584          121.6458      -5.50e+00       4.60e+02       7.50e+00
  585          121.8542      -1.50e+01       5.70e+02       2.80e+00
  586          122.0625      -1.45e+01       5.78e+02       2.75e+00
  587          122.2708      -1.40e+01       5.70e+02       2.80e+00
  588          122.4792      -1.90e+01       6.24e+02       1.85e+00
  589          122.6875      -1.85e+01       5.77e+02       1.25e+00
  590          122.8958      -2.25e+01       5.88e+02       1.30e+00
  591          123.1042      -1.50e+01       6.12e+02       1.65e+00
  592          123.3125      -1.20e+01       6.69e+02       3.50e+00
  593          123.5208      -1.90e+01       6.20e+02       2.95e+00
  594          123.7292      -2.20e+01       6.09e+02       2.35e+00
  595          123.9375      -3.25e+01       5.80e+02       2.50e+00
  596          124.1458      -2.50e+01       5.38e+02       3.25e+00
  597          124.3542      -1.85e+01       5.34e+02       2.30e+00
  598          124.5625      -2.30e+01       5.28e+02       1.50e+00
  599          124.7708      -3.50e+01       5.12e+02       1.45e+00
  600          124.9792      -4.65e+01       5.40e+02       1.30e+00
  601          125.1875      -2.75e+01       5.26e+02       1.65e+00
  602          125.3958      -1.80e+01       5.33e+02       1.05e+00
  603          125.6042      -1.95e+01       5.18e+02       9.50e-01
  604          125.8125      -1.45e+01       5.17e+02       1.40e+00
  605          126.0208      -1.45e+01       4.88e+02       1.45e+00
  606          126.2292      -2.50e+00       4.66e+02       1.60e+00
  607          126.4375      -7.00e+00       4.56e+02       1.90e+00
  608          126.6458      -5.00e+00       4.28e+02       1.95e+00
  609          126.8542      -1.10e+01       4.10e+02       1.65e+00
  610          127.0625      -1.10e+01       3.98e+02       1.80e+00
  611          127.2708      -6.50e+00       3.72e+02       1.90e+00
  612          127.4792      -1.10e+01       3.58e+02       2.00e+00
  613          127.6875       3.00e+00       4.50e+02       8.25e+00
  614          127.8958       5.00e-01       4.28e+02       1.12e+01
  615          128.1042      -2.00e+00       4.16e+02       1.22e+01
  616          128.3125      -9.50e+00       3.97e+02       2.65e+00
  617          128.5208      -2.40e+01       3.82e+02       7.65e+00
  618          128.7292      -4.55e+01       3.98e+02       4.95e+00
  619          128.9375      -8.20e+01       3.86e+02       7.85e+00
  620          129.1458      -9.35e+01       3.58e+02       6.50e+00
  621          129.3542      -9.15e+01       3.96e+02       1.36e+01
  622          129.5625      -7.50e+01       4.34e+02       8.55e+00
  623          129.7708      -6.15e+01       4.42e+02       9.80e+00
  624          129.9792      -4.25e+01       4.61e+02       7.80e+00
  625          130.1875      -3.70e+01       5.10e+02       3.15e+00
  626          130.3958      -3.00e+01       4.88e+02       3.60e+00
  627          130.6042      -2.85e+01       5.22e+02       3.60e+00
  628          130.8125      -3.20e+01       5.40e+02       2.40e+00
  629          131.0208      -2.95e+01       5.37e+02       1.90e+00
  630          131.2292      -2.50e+01       5.16e+02       2.00e+00
  631          131.4375      -1.90e+01       5.04e+02       1.85e+00
  632          131.6458      -1.80e+01       4.76e+02       1.55e+00
  633          131.8542      -1.40e+01       4.63e+02       2.35e+00
  634          132.0625      -9.00e+00       4.50e+02       2.25e+00
  635          132.2708      -6.00e+00       4.48e+02       2.55e+00
  636          132.4792      -8.00e+00       4.17e+02       2.45e+00
  637          132.6875      -7.50e+00       4.20e+02       2.30e+00
  638          132.8958      -1.00e+00       4.03e+02       2.30e+00
  639          133.1042      -6.50e+00       3.80e+02       2.80e+00
  640          133.3125      -2.00e+00       3.72e+02       2.85e+00
  641          133.5208      -3.50e+00       3.66e+02       2.75e+00
  642          133.7292      -2.00e+00       3.77e+02       2.60e+00
  643          133.9375       4.00e+00       3.76e+02       4.65e+00
  644          134.1458       5.00e-01       3.44e+02       4.25e+00
  645          134.3542       6.50e+00       3.49e+02       4.10e+00
  646          134.5625       6.50e+00       3.60e+02       3.70e+00
  647          134.7708       1.55e+01       3.85e+02       7.85e+00
  648          134.9792       1.25e+01       3.71e+02       1.03e+01
  649          135.1875      -2.00e+00       3.66e+02       7.15e+00
  650          135.3958      -3.00e+00       3.56e+02       9.00e+00
  651          135.6042       6.00e+00       3.50e+02       8.20e+00
  652          135.8125       6.50e+00       3.64e+02       8.10e+00
